,company_brand,founded,headquarter,sector,what_it_does,founders,investor,amount($),stage,year
1479,ReadyAssist,2018,Bengaluru,Information Technology,"ReadyAssist is one of the India's leading 24/7 roadside assistance, breakdown support, towing and repairs provider for both Bikes & Cars.",Vimal Singh SV,Satish Grampurohit,1000000.0,Seed,2021
1480,Chalo,2014,Mumbai,Information Technology,Chalo is a free app that tracks buses live and tells you what time your bus will reach your stop.,"Mohit Dubey, Nikhil Aggarwal","Amit Singhal, Raine Ventures",7000000.0,Venture - Series Unknown,2021
1481,Udaan,2016,Bengaluru,Consumer Discretionary,"Udaan is a B2B trade platform that brings manufacturers, traders, retailers, and wholesalers into a single platform","Amod Malviya, Sujeet Kumar, Vaibhav Gupta","Octahedron Capital, Moonstone Capital",280000000.0,Venture - Series Unknown,2021
1482,Unacademy,2015,Bengaluru,Information Technology,Unacademy is an online learning platform providing educational content such as video lectures and examinations.,"Gaurav Munjal, Hemesh Singh, Roman Saini, Sachin Gupta","Tiger Global, Dragoneer Investment Group, Steadview Capital, General Atlantic",50000000.0,Venture - Series Unknown,2021
1483,Ergos,2012,Samastipur,Industrials,Ergos is building an integrated supply chain platform that enables farmers to convert their grains to digital assets.,"Kishor Kumar Jha, Praveen Kumar","CDC Group, Aavishkaar Venture Capital",3000000.0,Early stage,2021
1484,Bolkar,2018,Bengaluru,Communication Services,Bolkar App is an Audio Based Q&A platform for the Next Billion Users.,"Abhishek Tripathi, Dhruv Kaushal, Prince Tripathi, Saurabh Rai","GSF, Pras Hanuma",4000000.0,Venture - Series Unknown,2021
1485,Wright Research,2019,Mumbai,Consumer Discretionary,Quantitative Investment Management and Research,Sonam Srivastava,"Ajat Hukkoo, Piyush Chaplot",330000.0,Pre-seed,2021
1486,Knocksense,2016,Lucknow,Communication Services,Knocksense which owns and operates an eponymous digital content platform.,"Varul Mayank, Vibhore Mayank, Vibhore Mayank","Mumbai Angels, Amitesh Pandey",200000.0,Venture - Series Unknown,2021
1487,Pariksha,2015,Pune,Information Technology,"Pariksha - The Sucess App, India's largest vernacular test preparation company for the mobile 1st internet users of India","Deepak Choudhary, Karanvir Singh Shekhawat, Utkarsh Bagri, Vikram Shekhawat","Venture Catalysts, 9Unicorns Accelerator Fund",1800000.0,Venture - Series Unknown,2021
1488,Toothsi,2018,Mumbai,Consumer Staples,ToothSi is a new age startup in the dental space providing smile correction services at home.,"Dr Arpi Mehta, Dr Pravin Shetty, Dr Manjul Jain, Dr Anirudh Kale",Think Investments,5000000.0,Early stage,2021
1489,Jumbotail,2015,Bengaluru,Consumer Staples,"Jumbotail is solving an important problem of organising food and grocery ecosystem in India through technology, data science and design.","Ashish Jhina, Karthik Venkateswaran","Nexus Venture Partners, 23 High Networth Individuals (HNIs)",14300000.0,Early stage,2021
1490,Phi Commerce,2015,Pune,Financials,"Payments Facilitator, Payments solution provider etc.","Anil Sharma, Jose Thattil, Rajesh Londhe, Tushar Shankar","Yatra Angel Network, BEENEXT",4000000.0,Early stage,2021
1491,Zupee,2018,Gurugram,Information Technology,Zupee is a skill-based gaming app that enables its users to play against each-other live,"Dilsher Singh Malhi, Siddhant Saurabh","Orios Venture Partners, Matrix Partners India",10000000.0,Venture - Series Unknown,2021
1492,Oneiric Gaming,2020,Chandigarh,Information Technology,Oneiric Gaming connects to fellow dreamers around the globe over cult favorite games like Bluff and Cricket.,Avneet Singh,Trishneet Arora,4000000.0,Venture - Series Unknown,2021
1493,Finsall,2019,Bengaluru,Information Technology,Finsall provides Insurance Premium Financing,"Prabal Khanna, Tim Mathews",Unicorn India Ventures,300000.0,Seed,2021
1494,Legalwiz.in,2015,Ahmedabad,Information Technology,"LegalWiz.in is committed to provide high quality professional services for small businesses, start-up entrepreneurs and individuals.","Shrijay Sheth, Gaurav Barot",ContCentric,500000.0,Venture - Series Unknown,2021
1495,Practically,2018,Telangana,Information Technology,"Making Learning personal, immersive and experiental",Subbarao Siddabattula,Siana Capital,4000000.0,Early stage,2021
1496,CRED,2018,Bengaluru,Financials,CRED is a Bengaluru-based fintech startup that offers rewards for customers who use its platform to pay their credit card bills.,Kunal Shah,"DST Global, General Catalyst",81000000.0,Late stage,2021
1497,Devic Earth,2018,Bengaluru,Industrials,"State-of-the-art air pollution control equipment to improve air quality across buildings, industries, and cities.",Dr Srikanth Sola,Blue Ashva Capital,1000000.0,Venture - Series Unknown,2021
1498,Zerone,2018,Gurugram,Financials,"Convert smartphones into a POS machine using our ZUP proximity payment technology, with no additional hardware and no need for NFC.",Jaijit Bhattacharya,Anthill Ventures,1300000.0,Early stage,2021
1499,boAt,2016,Mumbai,Consumer Discretionary,boAt is a lifestyle brand that deals in fashionable consumer electronics.,"Aman Gupta, Sameer Mehta","InnoVen Capital, InnoVen Capita",100000000.0,Exit stage,2021
1500,Pocket Aces,2013,Mumbai,Communication Services,Pocket Aces is a digital entertainment company focused on mobile video.,"Anirudh Pandita, Aditi Shrivastava, Ashwin Suresh","3one4 Capital, DSP Group",2000000.0,Venture - Series Unknown,2021
1501,Kyt,2020,Bengaluru,Information Technology,"An online-first, global academy for extracurricular learning | Private & small group online classes for kids","Bhavik Rathod, Tripti Ahuja",Alpha Wave incubation,5000000.0,Early stage,2021
1502,iMumz,2019,Bengaluru,Consumer Staples,"iMumz empowers pregnant mothers to deliver healthy, happy, and intelligent babies through a positive lifestyle.","Dr Jaideep Malhotra, Rajesh Jagasia, Ravi Teja Akondi, Mayur Dhurpate","Enzia Ventures, AngelList",300000.0,Venture - Series Unknown,2021
1503,BharatPe,2018,Delhi,Financials,BharatPe develops a QR code-based payment app for offline retailers and businesses.,"Ashneer Grover, Shashvat Nakrani","Steadview Capital, Insight Partners",8200000.0,Exit stage,2021
1504,CropIn,2010,Bengaluru,Industrials,CropIn is a leading AI and Data-led agri-tech organization that provides SaaS solutions to agribusinesses globally using deep learning.,Krishna Kumar,"Invested Development, Pratithi Investment Trust",20000000.0,Late stage,2021
1505,Vanity Wagon,2018,Haryana,Consumer Discretionary,"Vanity Wagon is India’s #1 Natural Organic Beauty Marketplace. Buy Ayurvedic Natural Beauty Products in India for skin, hair & body care.",Prateek Ruhail,"Dhianu Das, Agility Venture Partners",200000.0,Seed,2021
1506,OYO,2012,Gurugram,Consumer Discretionary,OYO operates a branded network of hotels designed to offer standardized stay experiences.,Ritesh Agarwal,Hindustan Media Venture,7000000.0,Late stage,2021
1507,Agri10x,2018,Pune,Industrials,Agri10x integrates the entire Agri value-chain through a digital cooperative platform by harnessing emerging technologies,"Abhijith Naraparaju, Pankajj P. Ghode, Sundeep Bose",Omnivore,937536.0,Seed,2021
1508,BlackSoil,2016,Mumbai,Financials,Blacksoil Advisory is an independent boutique advisory firm.,Ankur Bansal,Awign Enterprises,4000000.0,Venture - Series Unknown,2021
1509,HobSpace,2019,Mumbai,Information Technology,HobSpace is a platform for extra-curricular activities online and offline for kids between 3-14 years.,"Priya Goel Sheth, Harsh Jain","Siddharth Bhaskar Shah, Upsparks",100000.0,Early stage,2021
1510,DcodeAI,2020,Delhi,Information Technology,EMPOWER LEARNERS TO BE FUTURE READY USING AI,"Kartik Sharma, Ashish Aggarwal",S Chand,500000.0,Venture - Series Unknown,2021
1511,Biocon Biologics,1978,Bengaluru,Health Care,"Biocon is a fully integrated pure play biosimilars organization, globally engaged in developing high quality affordable biosimilars.",Kiran Mazumdar-Shaw,"Goldman Sachs, Tata Capital",70000000.0,Venture - Series Unknown,2021
1512,KiranaKart,2020,Mumbai,Consumer Discretionary,A better model for instant grocery delivery in India.,"Kaivalya Vohra, Aadit Palicha",Global Founders Capital,720000.0,Pre-seed,2021
1513,Meddo,2018,Gurugram,Consumer Staples,Meddo is an end-to-end medical services provider,Saurabh Kochhar,"growX ventures, Venture Gurukool",3000000.0,Early stage,2021
1514,SP Robotic Works,2012,Chennai,Information Technology,An innovative place to explore next-generation technologies for students and all tech enthusiasts.,"Sneha Priya, Pranavan S",Mount Judi India Growth Fund,3000000.0,Early stage,2021
1515,3SC,2018,Gurugram,Industrials,An end-to-end supply chain analytics company that provides execution and analytics solutions which are comprehensive and customized.,"Lalit, Sarita Das",GEF Capital’s South Asia Fund,15000000.0,Early stage,2021
1516,Chai Waale,2018,Chennai,Consumer Staples,"A wide range of exotic flavoured chai, in the most hygienic ambience at pocket-friendly prices.",Vidur Maheswari,"Sunil Sethia, Sunil Kumar Singhvi, Manish Mardia",600000.0,Venture - Series Unknown,2021
1517,Minimalist,2020,Jaipur,Consumer Discretionary,Affordable skincare for all,"Mohit, Rahul Yadav",Sequoia Capital.,10000000.0,Early stage,2021
1518,Biconomy,2019,Delhi,Information Technology,Developer platform to enable a simplified transaction and onboarding experience for Web3 projects,"Aniket Jindal, Sachin Tomar","Mechanism Capital, DACM",9000000.0,Venture - Series Unknown,2021
1519,Fixcraft,2018,Gurugram,Consumer Discretionary,India's Most Trusted Automotive Repair Brand,"Vivek Sharma, Abhishek Goyal, Inderjeet Rao",Venture Catalysts,1000000.0,Early stage,2021
1520,Slice,2016,Bengaluru,Financials,"Slice is India's best credit card challenger to pay bills, manage expenses, and unlock rewards",Rajan Bajaj,"Northern Arc Capital, Niyogin Fintech Limited, Credit Saison India, Vivriti Capital",10000000.0,Venture - Series Unknown,2021
1521,90+ My Tuition App,2015,Bengaluru,Information Technology,Daskalos Virtual Academy Pvt Ltd is a company set up by a group of professionals who perform innovative work in management.,Vingish Vijay,Pearl Investment LLC,5000000.0,Early stage,2021
1522,Wasabi,2021,Bengaluru,Consumer Discretionary,Help small businesses grow their sales via our customer interaction and growth platform.,"Pradeep Dodle, Nikhil Goenka","021 Capital, Sparrow Capital",1800000.0,Seed,2021
1523,Strata,2019,Bengaluru,Real Estate,Strata is an innovative tech-driven platform redefining Fractional Investments in Premium Commercial Real Estate,"Sudarshan Lodha, Priyanka Rathore","Kotak Investment Advisors Limited, Gruhas Proptech",6000000.0,Early stage,2021
1524,Ourbetterplanet,2020,Bengaluru,Consumer Discretionary,A curated online marketplace for all things sustainable!,Pallavi Srivastava,VANS Group,300000.0,Seed,2021
1525,Murf.ai,2020,Bengaluru,Information Technology,"Murf AI is working on simplifying voice audio and making high-quality voice overs accessible to everyone, using artificial intelligence.","Sneha Roy, Ankur Edkie, Divyanshu Pandey",Elevation Capital,1500000.0,Seed,2021
1526,JetSynthesys,2014,Pune,Communication Services,"JetSynthesys is the group's most innovative company in the promising Digital and Technology Business World with a vision to create world class digital products, platforms and services in India",Rajan Navani,Sachin Tendulkar,2000000.0,Venture - Series Unknown,2021
1527,MYFITNESS,2019,Silvassa,Consumer Discretionary,"A new age D2C health & fitness brand with a mission to deliver products that taste good, feel good and do good.","Mohammad Patel, Rahil Virani",9Unicorns,1000000.0,Seed,2021
1528,I am Love,2020,Mumbai,Consumer Staples,"I am Love came into existence in early 2020, with the aim of redefining the relationship we have with our health.",Shilpa Rathi,Xentel Investments,4000000.0,Seed,2021
1529,MyGlamm,2015,Mumbai,Consumer Discretionary,MyGlamm is India’s fastest growing direct-to-consumer beauty brand.,"Darpan Sanghvi, Priyanka Gill",Accel Partners,40000000.0,Venture - Series Unknown,2021
1530,Gumlet,2019,Bengaluru,Information Technology,Gumlet has built a new-age media delivery infrastructure that provides low code or no-code integration plugins that automate the entire media publishing pipeline.,"Divyesh Patel, Aditya Patadia",Sequoia’s Surge,1600000.0,Venture - Series Unknown,2021
1531,Eloelo,2015,Bengaluru,Information Technology,Creator-led Social Gaming & Live Streaming Platform,"Saurabh Pandey, Akshay Dubey","Waterbridge, Lumikai",2000000.0,Early stage,2021
1532,Edukemy,2020,Noida,Information Technology,"Edukemy is the first EdTech company in the country, in the non –STEM segment, offering an immersive learning experience to the students, supported by cutting-edge technology and an AI-based evaluation system.",Chandrahas Panigrahi,"Auxano, Falcon5",2000000.0,Early stage,2021
1533,Zingbus,2019,Gurugram,Consumer Discretionary,Zingbus is a renowned brand in the bus operating industry.,"Mratunjay, Prashant Kumar, Ravi Kumar Verma",Info Edge Ventures,5000000.0,Early stage,2021
1534,NewsReach,2018,Ahmedabad,Communication Services,NewsReach is a Mumbai based company that wants to create a disruptive ecosystem of original and local news content.,"Soniya Kundnani, Darshan Shah",JITO Angel Network,300000.0,Seed,2021
1535,Pencilton,2017,Hyderabad,Financials,"India's first app for kids & teens to manage and spend pocket money while learning about money in a fun, gamified way.","VishwajitPureti, Ashish Singh, Pallavi Tipparaju, Viraj Gadde",Jupiter,330000.0,Pre-seed,2021
1536,Bandhoo,2020,Gurugram,Information Technology,"Bringing ease of eCommerce to Construction for builders, infrastructure companies, contractors and workers","Prashant Gupta, Sridhar Sundaram",Unitus Ventures.,1000000.0,Venture - Series Unknown,2021
1537,ixigo,2007,Gurugram,Information Technology,"AI-based travel app offering seamless planning and booking for flights, trains, buses, hotels and more!","Rajnish Kumar, Aloke Bajpai","GIC, Infoedge",53000000.0,Venture - Series Unknown,2021
1538,The Whole Truth,2019,Mumbai,Consumer Staples,"Believe simple, homely ingredients, minimally processed, are the secret to nutritious, tasty food",Shashank Mehta,Sequoia Capital.,6000000.0,Early stage,2021
1539,Insane AI,2021,Bengaluru,Consumer Discretionary,Mainstream fitness formats are a primitive solution to the modern problems of a sedentary lifestyle.,"Anurag Mundhada, Jayesh Hannurkar, Sourabh Agrawal",pi Ventures,800000.0,Seed,2021
1540,Learn4o Technology,2020,Jaipur,Information Technology,"Trying to solve the problem of unemployment in young graduates, who, despite having college degrees, don't have the skills for the real world.",Kamal Kant Gupta,IAN,937536.0,Seed,2021
1541,Droom,2014,Gurugram,Information Technology,"Droom is an AI and data science driven online transactional platform, which offers 21st century experience in buying & selling used & new automobiles in India",Sandeep Aggarwal,Inflection Point Ventures,200000000.0,Venture - Series Unknown,2021
1542,Skymet,2003,Noida,Industrials,Provide services that allow clients to understand and organize themselves around changing environment.,Yogesh Patil,"Northern Arc, Caspian Impact Investments",1000000.0,Venture - Series Unknown,2021
1543,Go Swift,2019,Bengaluru,Consumer Discretionary,Help small & medium sized businesses to grow by helping them with their shipping requirements at the cheapest and most reliable service.,"Shyam Kalita, Debanshu Sinha, Prayas Mittal",Kalaari Capital,2000000.0,Early stage,2021
1544,Mamaearth,2016,Gurugram,Consumer Staples,A brand which develops products from world-class research and attempts to solve every little problem that we as parents face.,"Varun Alagh, Ghazal Alagh",Sofina Ventures SA,50000000.0,Venture - Series Unknown,2021
1545,G.O.A.T,2021,Bengaluru,Consumer Discretionary,G.O.A.T Brand Labs provides a tech-enabled platform for D2C brands to scale.,"Rishi Vasudev, Rameswar Misra","Tiger Global, Flipkart Ventures",36000000.0,Early stage,2021
1546,Keeros,2017,Lucknow,Consumer Staples,"Keeros Roasted Supersnacks that are Healthy for All, Safe for Diabetics.","Sachin Sahni, Simran Sahni",Venture Catalysts,4000000.0,Early stage,2021
1547,ReDesyn,2016,Mumbai,Consumer Discretionary,"Merchandise drop-shipping platform for influencers, designers, creators & brands.","Smriti Dubey, Shikhar Vaidya",Anthill Ventures,300000.0,Early stage,2021
1548,Inspacco,2019,Pune,Industrials,"For residential commercial and industrial establishments , Inspacco is a one stop solution , that delivers affordable improvement and maintenance services","Sanket Nerkar, Paresh Kotkar",Inflection Point Ventures,200000.0,Venture - Series Unknown,2021
1549,Knorish,2016,Gurugram,Information Technology,"Saas platform offers a feature packed platform enables businesses, experts, professionals, artists, instructors, specialists, coaches, people seeking work from home opportunities","Rakhi Wadhwa, Kinner N Sacchdev","Inflection Point Ventures, Rockstud Capital, Pentathlon Ventures, Prophetic Ventures syndicate",1000000.0,Early stage,2021
1550,Dozee,2015,Bengaluru,Consumer Staples,"Dozee is India's only contactless health monitor that silently tracks your heart, respiration, sleep patterns, stress levels, cardiac contractions, apnea and more while you sleep.","Mudit Dandwate, Dandwate",Prime VP,5000000.0,Early stage,2021
1551,Blackbuck,2015,Bengaluru,Industrials,BlackBuck marks the beginning of a new path in trucking. A path that is organized and makes trucking simple for every shipper and trucker.,"B Ramasubramanian, Chanakya Hridaya, Rajesh Yabaji","Tribe Capital, IFC Emerging Asia Fund, VEF",67000000.0,Late stage,2021
1552,Mailmodo,2020,Bengaluru,Information Technology,Mailmodo is a complete email marketing solution enabling users to create and send app-like interactive emails to improve email conversions.,"Aquibur Rahman, Apurv Gupta, Devyesh Tandon","Sequoia’s Surge, Y Combinator",2000000.0,Seed,2021
1553,SuperBeings,2019,Bengaluru,Information Technology,"Continuous Leadership Development & Employee Engagement platform. Improve Leadership, Culture and Experience real-time.","Yasharth Mishra, Gaurav Bhawnani, Kunal Mishra",Endiya Partners.,937536.0,Seed,2021
1554,NirogStreet,2018,Delhi,Consumer Staples,Nirogstreet as a concept is working to make #Ayurveda first call of treatment.,Ram N Kumar,"Gokul Rajaram, Pureland Venture, Wavemaker Partners",2500000.0,Early stage,2021
1555,Hyreo,2016,Thiruvananthapuram,Communication Services,Hyreo stands for delivering a ‘customer-like’ experience for candidates throughout the recruiting process.,"Arun Satyan, Mahesh Raju, Sreenath N",Callapina Capital,4000000.0,Early stage,2021
1556,GODI Energy,2020,Hyderabad,Consumer Discretionary,GODI is a technology innovation organization focused on the design and manufacturing of green energy storage solutions.,Mahesh Godi,Blue Ashva Capital,4000000.0,Venture - Series Unknown,2021
1557,Even,2020,Bengaluru,Consumer Staples,One monthly subscription to cover all your healthcare needs.,"Mayank Banerjee, Matilde Giglio, Alessandro Davide Ialongo",Khosla Ventures,5000000.0,Seed,2021
1558,Captain Fresh,2019,Bengaluru,Industrials,A B2B marketplace leveraging technology to deliver the fastest harvest-to-retail in the industry.,Utham Gowda,"Accel Partners, Matrix India",12000000.0,Early stage,2021
1559,Otipy,2020,Gurugram,Consumer Staples,Otipy helps the farmer to deliver farm fresh vegetables & fruits at doorstep.,Varun Khurana,"Omidyar Network India, Innoven Capital",10200000.0,Early stage,2021
1560,Lenskart,2008,Faridabad,Consumer Discretionary,India's fastest growing eyewear company and largest eyewear company online.,Peyush Bansal,"Temasek, Falcon Edge",220000000.0,Venture - Series Unknown,2021
1561,Eka.care,2020,Bengaluru,Consumer Staples,A digitally enabled and connected healthcare ecosystem for better health outcomes.,Vikalp Sahni,"Deep Kalra, Ashish Kashyap, Rajesh Magow",4500000.0,Venture - Series Unknown,2021
1562,Braingroom,2015,Chennai,Information Technology,"BrainGroom is an online marketplace for educational, recreational & wellness classes with defined target segment, quantifiable outcomes & specified time duration.","Madhula Sathyamoorthy, Naliene Ramasamy, Kalaiarsi Periasamy","IAN, Social Alpha, Startup Oasis",200000.0,Venture - Series Unknown,2021
1563,Edvizo,2017,Bengaluru,Consumer Discretionary,"Edvizo is an online marketplace to help students and parents find, compare and enroll in the best and trusted private institutes in their locality",Ravi Nishant,Inflection Point Ventures,1000000.0,Early stage,2021
1564,Credenc,2017,Delhi,Financials,An education loan platform to finance meritorious students for the college expenses by underwriting future employability,Avinash Kumar,Capital India,25000000.0,Venture - Series Unknown,2021
1565,GlobalBees,2021,Delhi,Consumer Discretionary,Globalbees partners with entrepreneurs who have built an online-first business. Our team scales up D2C businesses in India and abroad.,Nitin Agarwal,"FirstCry, Lightspeed Venture Partners",150000000.0,Early stage,2021
1566,Spinny,2015,Gurugram,Consumer Discretionary,Spinny is a new age used car end-to-end platform in India.,"Niraj Singh, Mohit Gupta, Ramanshu Mahaur",Tiger Global,108000000.0,Late stage,2021
1567,Mynvax,2017,Bengaluru,Health Care,Mynvax is a pre-clinical stage vaccine biotechnology. Current develop programs include a recombinant vaccine for human influenza and COVID19.,"Dr Raghavan Varadarajan, Dr Gautham Nadig","Accel, LetsVenture, 1Crowd",4000000.0,Early stage,2021
1568,RiseBird,2018,Pune,Communication Services,RiseBird provides on-demand 2.5K + expert video interviews and A.I. powered insights to help companies hire online.,Ashutosh Seth,SAB Holdings,500000.0,Venture - Series Unknown,2021
1569,Uvi Health,2020,Bengaluru,Consumer Staples,Digital health platform delivering personalized care for women’s sexual and reproductive health concerns,Mehak Malik,Titan Capital,330000.0,Pre-seed,2021
1570,Vegrow,2020,Bengaluru,Industrials,Vegrow is in the business of fresh fruits & vegetables with addressable market size of $43 Billion.,"Praneeth Kumar, Shobhit Jain, Mrudhukar Batchu, Kiran Naik","Lightspeed Venture Partners, Elevation Capital",13000000.0,Venture - Series Unknown,2021
1571,Automovill,2015,Bengaluru,Consumer Discretionary,"Automovill is a unique platform to aggregate automobile service providers, where we connect vehicle owners with all kind of automobile service providers under one roof.","Mridu Mahendra Das, Chinmay Baruah",Mumbai Angels Network,500000.0,Venture - Series Unknown,2021
1572,NFTically,2021,Gurugram,Information Technology,"NFT Marketplace to buy or sell NFT tokens in minutes or set up your own NFT store, website, a storefront in minutes.",Toshendra Sharma,Jayanti Kanani,937536.0,Seed,2021
1573,HealthifyMe,2012,Bengaluru,Consumer Staples,HealthifyMe is a revolutionary health and fitness application that is on a mission to transform a billion lives!,"Tushar Vashisht, Sachin Shenoy","LeapFrog, Khosla Ventures",75000000.0,Late stage,2021
1574,GalaxyCard,2017,Gurugram,Financials,GalaxyCard is a mobile based Instant Credit Card.,Amit Kumar,JITO Angel Network,450000.0,Venture - Series Unknown,2021
1575,Bella Vita Organic,2018,Gurugram,Consumer Staples,Bella Vita Organic or ‘The Good Life’ is dedicated to creating handcrafted and organic beauty solutions inspired by the natural elements of the earth and age old beauty best practices.,Aakash Anand,Ananta Capital,10000000.0,Venture - Series Unknown,2021
1576,Smart Coin,2016,Bengaluru,Financials,India's Most Preferred Instant Loan App,"Jayant Upadhyay, Amit Chandel, Rohit Garg","Northern Arc, Vivriti Capital",10000000.0,Venture - Series Unknown,2021
1577,CareerNinja,2017,Mumbai,Information Technology,"Careerninja Is A Funded, Early-stage Ed-tech Venture Building A Personalized Learning Platform To Help People Achieve Their Career Goals",Shronit Ladhaniai,Unitus Ventures.,937536.0,Seed,2021
1578,MYSUN,2016,Delhi,Energy,"India's Largest Online Rooftop Solar Platform for SMEs, Industries & Homes",Gagan Vermani,TATA Cleantech Capital,2000000.0,Venture - Series Unknown,2021
1579,Sea6 Energy,2010,Bengaluru,Health Care,"Sea6 Energy envisions a future where the abundant oceans will be our biomass farms of tomorrow - to provide solutions in energy, agriculture and food.","Sailaja Nori, Nelson Vadassery, Sowmya Balendiran, Shrikumar Suryanarayan",Aqua-Spark,9000000.0,Early stage,2021
1580,Beco,2018,Mumbai,Consumer Discretionary,"Eco-friendly home and kitchen care products that are plastic-free, high in quality and affordable.","Aditya Ruia, Akshay Varma, Anuj Ruia",Climate Angels Fund,500000.0,Seed,2021
1581,OneCode,2020,Bengaluru,Information Technology,"OneCode is a platform which connects new age digital first brands with ""relevant"" sellers (aka OneCoders) to sell their products and services","Manish Shara, Yash Desai","Sequoia’s Surge, Nexus Venture Partners",5000000.0,Venture - Series Unknown,2021
1582,MedPay,2020,Bengaluru,Information Technology,MedPay® is building the real-time claims adjudication platform for health insurers.,"Arun Bhatia, Ravi Chandra","Entrepreneur First (EF), GrowX Ventures",1200000.0,Seed,2021
1583,Inshorts,2013,Noida,Information Technology,Built Inshorts with a promise to deliver news,Azhar Iqubal,Vy Capital,60000000.0,Venture - Series Unknown,2021
1584,Digantara,2018,Bengaluru,Information Technology,"Digantara is an Indian Space Technology Company incubated at Indian Institute of Science (IISc), establishing a space-based surveillance platform with global realtime earth coverage","Anirudh N Sharma, Rahul Rawat, Tanveer Ahmed",Kalaari Capital,2500000.0,Seed,2021
1585,Aqgromalin,2018,Chennai,Industrials,Aqgormalin is a tech driven farm diversification platform enabling farmers to diversify into Animal Husbandry and Aquaculture.,"Prasanna Manogaran, Bharani C L",Zephyr Peacock,700000.0,Seed,2021
1586,Square Yards,2014,Gurugram,Real Estate,India’s largest tech enabled Real Estate Brokerage and Mortgage Marketplace,Tanuj Shori,ADM Capital,25000000.0,Venture - Series Unknown,2021
1587,OYO,2013,Gurugram,Consumer Discretionary,OYO is a global platform that empowers entrepreneurs and small businesses with hotels and homes by providing full-stack technology,Ritesh Agarwal,"SoftBank Vision Fund, Hindustan Media Venture",660000000.0,Venture - Series Unknown,2021
1588,Slang Labs,2017,Bengaluru,Information Technology,Slang Labs provides accurate and multilingual in-app voice assistants for Android and web apps,Kumar Rangarajan,100x Entrepreneurs,4000000.0,Venture - Series Unknown,2021
1589,NirogGyan,2019,Gurugram,Consumer Staples,"Simplifying Diagnostics for labs, doctors, and people.","Joyneel Acharya, Shweta Gandhi","Healthcare veterans, PIEDS",937536.0,Seed,2021
1590,Ola Electric,2017,Bengaluru,Consumer Discretionary,Ola Electric - The future of mobility is here.? Charging ahead to accelerate the world’s transition to sustainable mobility.,Bhavish Aggarwal,Bank of Baroda,100000000.0,Exit stage,2021
1591,Bikry app,2019,Noida,Consumer Discretionary,"Bikry, a Direct-to-Customer platform to start your online store within 30 seconds at 0% commission",Abhishek Bhayana,Y Combinator,1300000.0,Venture - Series Unknown,2021
1592,Oliveboard,2012,Bengaluru,Information Technology,Oliveboard is the top exam preparation platform for Banking & Government Exams.,"Abhishek Patil, V Satish Kumar",IAN Fund,3000000.0,Venture - Series Unknown,2021
1593,Little Leap,2020,Delhi,Information Technology,Soft Skills that make Smart Leaders Holistic Development Programs for children in age range 5-15,Vishal Gupta,Ah! Ventures,300000.0,Venture - Series Unknown,2021
1594,Trell,2016,Bengaluru,Communication Services,India's Largest Lifestyle Social Commerce platform. Empowering millions of storytellers & Micro-Entrepreneurs.,"Pulkit Agarwal, Prashant Sachan, Arun Lodhi, Bimal Kartheek Rebba","Mirae Asset, H&M",45000000.0,Early stage,2021
1595,Kredent,2008,Kolkata,Information Technology,Kredent Academy is the unique concept where financial market professionals have taken the onus of creating a strong knowledge bank in their area of expertise,"Vineet Patawari, Vivek Bajaj, Vinay Pagaria",Kotak Securities,1000000.0,Venture - Series Unknown,2021
1596,EasyAspataal,2020,Mumbai,Consumer Staples,India’s First Digital Admission Desk for Hospitalisation.,"Manoj Gupta, Gunjali Kothari",Venture Catalysts,500000.0,Seed,2021
1597,SMOOR,2008,Bengaluru,Consumer Staples,Instigate your sixth sense with our new range of chocolates.,Vimal Sharma,Klub,4000000.0,Venture - Series Unknown,2021
1598,Pankhuri,2019,Bengaluru,Communication Services,"Pankhuri is a women's only community for members to socialize, explore and upskill through live interactive courses, expert chat and interest-based clubs.",Pankhuri Shrivastava,Sequoia’s Surge,3200000.0,Venture - Series Unknown,2021
1599,Arcana,2019,Bengaluru,Information Technology,Arcana is the Storage Layer of Ethereum.,"Mayur Relekar, Aravindh Kumar, Abhishek Chaudhary",Balaji Srinivasan,370000.0,Seed,2021
1600,AdmitKard,2016,Noida,Information Technology,A tech solution for end to end career advisory to students looking to study abroad.,"Vamsi Krishna, Pulkit Jain, Gaurav Munjal #REF!",Inflection Point Ventures,1000000.0,Early stage,2021
1601,UrbanKisaan,2017,Hyderabad,Consumer Staples,A modern farms close to where your home is. Creating positive change at every step from seed to store ensuring quality and traceability.,"Srinivas Chaganti, Vihari Kanukollu, Sairam Reddy",BASF Venture Capital GmbH,4000000.0,Venture - Series Unknown,2021
1602,Aquaconnect,2017,Chennai,Industrials,Aquaconnect is a global full-stack aquaculture technology venture that provides data-driven farm advisory and marketplace solutions to fish and shrimp farmers,Rajamanohar,"Rebright Partners, Flourish Ventures",4000000.0,Early stage,2021
1603,Vah Vah!,2020,Bengaluru,Information Technology,A mission to educate India and make its young and dynamic population job ready.,"Shailesh Daxini, Akash Senapaty, Muthukaleeshwaran Subbiah",Sequoia Surge,1800000.0,Venture - Series Unknown,2021
1604,LetsDressUp,2019,Gurugram,Consumer Discretionary,Building India's version of Stitch Fix,Aditya B,"Titan Capital, Sequoia Capital",300000.0,Early stage,2021
